country,iso2c,iso3c,year,status,lastupdated,fertility,edu_upper,edu_lower,edu_tertiary,gdp,urban,female_labor,contraceptive,region,capital,longitude,latitude,income,lending
Kazakhstan,KZ,KAZ,2001,,2025-04-15,1.906,NA,NA,NA,1422.27331810957,56.171,65.298,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2011,,2025-04-15,2.605,NA,NA,NA,11287.1464926039,56.9,67.139,50.9960363,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2022,,2025-04-15,3.05,NA,NA,NA,11255.3396437881,57.99,66.978,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2002,,2025-04-15,1.956,NA,NA,NA,1573.55219932325,56.244,65.17,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2000,,2025-04-15,1.898,NA,NA,NA,1180.0444563226,56.098,65.381,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2004,,2025-04-15,2.201,NA,NA,NA,2722.47407755402,56.39,64.113,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2005,,2025-04-15,2.274,NA,NA,NA,3577.35804001782,56.463,64.462,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2006,,2025-04-15,2.38,NA,NA,NA,5030.13494711519,56.536,64.849,50.70393556,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2003,,2025-04-15,2.075,NA,NA,NA,1958.02050246511,56.317,64.784,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2017,,2025-04-15,2.745,NA,NA,NA,8943.08416791984,57.336,68.003,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2021,,2025-04-15,3.32,NA,NA,NA,9983.60103576902,57.821,67.25,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2007,,2025-04-15,2.49,96.4300003051758,99.25,27.8799991607666,6449.43931096532,56.609,65.337,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2009,,2025-04-15,2.58,84.5999984741211,94.5899963378906,24.2900009155273,6938.01175663001,56.755,66.259,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2010,,2025-04-15,2.61,NA,NA,NA,8793.07589980782,56.827,66.691,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2013,,2025-04-15,2.67,NA,NA,NA,13478.459627612,57.046,67.812,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2020,,2025-04-15,3.13,NA,NA,NA,8781.50797787648,57.671,66.527,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2023,,2025-04-15,3.012,NA,NA,NA,12918.8661346014,58.179,66.596,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2012,,2025-04-15,2.64,NA,NA,NA,12018.7966527993,56.973,67.479,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2014,,2025-04-15,2.76,NA,NA,NA,12427.7094576939,57.118,68.016,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2015,,2025-04-15,2.755,71.558837890625,90.6959533691406,30.0196990966797,10196.1226255982,57.191,68.016,55.69399923,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2016,,2025-04-15,2.795,NA,NA,NA,7475.56688689424,57.264,67.953,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kazakhstan,KZ,KAZ,2019,,2025-04-15,2.89,93.992561340332,98.4973831176758,40.7540702819824,9457.12614657136,57.54,68.035,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
Kenya,KE,KEN,2011,,2025-04-15,4.284,NA,NA,NA,1096.14499807675,23.969,71.115,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2008,,2025-04-15,4.66,NA,NA,NA,915.54435473604,22.8,70.937,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2012,,2025-04-15,4.116,NA,NA,NA,1285.00536171512,24.376,71.175,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2016,,2025-04-15,3.689,33.7183380126953,45.966854095459,NA,1554.12610314423,26.105,71.417,61.1741487617736,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2013,,2025-04-15,3.955,NA,NA,NA,1370.87885214659,24.794,71.235,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2009,,2025-04-15,4.567,21.9200000762939,27.7199993133545,NA,1047.9678324485,23.183,70.996,45.5,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2018,,2025-04-15,3.536,NA,NA,NA,1836.45275528993,27.03,65.814,61.9209893809262,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2021,,2025-04-15,3.312,38.7080421447754,67.5824508666992,4.4461841583252,2061.35622089594,28.493,62.668,64.7,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2017,,2025-04-15,3.609,NA,NA,NA,1667.48447230835,26.562,68.685,59.9682382404727,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2019,,2025-04-15,3.433,27.066089630127,55.1886100769043,3.62670993804932,1960.40808854893,27.507,62.817,59.8006521261165,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2020,,2025-04-15,3.364,23.9990100860596,54.5940284729004,2.78157997131348,1927.66459027849,27.995,62.108,65.1162106221682,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2010,,2025-04-15,4.446,18,25.5,NA,1091.51873101194,23.571,71.055,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2022,,2025-04-15,3.262,32.5698699951172,60.4714317321777,4.57471990585327,2109.56288513137,29.002,62.49,62.5,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2023,,2025-04-15,3.208,NA,NA,NA,1952.30457929636,29.52,62.434,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2006,,2025-04-15,4.754,NA,NA,NA,699.80237063381,22.045,70.819,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2015,,2025-04-15,3.766,NA,NA,NA,1489.11959777284,25.658,71.357,64.0789073661562,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2003,,2025-04-15,4.937,NA,NA,NA,442.898457253405,20.948,70.646,39.3,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2000,,2025-04-15,5.136,NA,NA,NA,414.626365130846,19.892,70.475,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2014,,2025-04-15,3.843,NA,NA,NA,1482.81566253497,25.221,71.296,58,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2002,,2025-04-15,5.027,NA,NA,NA,402.936385605382,20.591,70.589,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2007,,2025-04-15,4.718,NA,NA,NA,840.201439476765,22.42,70.878,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2004,,2025-04-15,4.861,NA,NA,NA,463.662781300121,21.31,70.704,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2001,,2025-04-15,5.094,NA,NA,NA,410.70045247481403,20.239,70.532,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kenya,KE,KEN,2005,,2025-04-15,4.801,NA,NA,NA,523.456312433863,21.675,70.761,NA,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
Kiribati,KI,KIR,2002,,2025-04-15,3.814,NA,NA,NA,810.108949976176,43.492,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2001,,2025-04-15,3.957,NA,NA,NA,718.833757321332,43.473,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2003,,2025-04-15,3.702,NA,NA,NA,1020.50050169828,43.512,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2000,,2025-04-15,4.071,NA,NA,NA,845.367556128631,42.958,NA,40.7,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2006,,2025-04-15,3.815,NA,NA,NA,1123.19268258743,44.03,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2014,,2025-04-15,3.521,NA,NA,NA,1736.7053011433,50.773,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2015,,2025-04-15,3.438,38.7450637817383,82.0925827026367,1.10459101200104,1639.85274301496,51.619,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2004,,2025-04-15,3.734,NA,NA,NA,1083.26858963731,43.532,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2005,,2025-04-15,3.76,NA,NA,NA,1161.78372745312,43.551,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2018,,2025-04-15,3.318,8.50858020782471,71.0971221923828,2.65387988090515,1912.73798131035,54.057,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2019,,2025-04-15,3.29,73.6029281616211,84.1297988891602,4.38116884231567,1750.99750920482,54.835,NA,33.6,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2007,,2025-04-15,3.865,NA,NA,NA,1352.57829954167,44.866,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2008,,2025-04-15,3.899,NA,NA,NA,1410.62249506033,45.706,NA,20,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2009,,2025-04-15,3.905,NA,NA,NA,1316.62734623652,46.547,NA,22.3,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2010,,2025-04-15,3.898,NA,NA,NA,1522.10110213175,47.39,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2011,,2025-04-15,3.878,NA,NA,NA,1771.12894481248,48.235,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2012,,2025-04-15,3.768,NA,NA,NA,1843.55346948038,49.082,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2013,,2025-04-15,3.643,NA,NA,NA,1772.08706898092,49.927,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2017,,2025-04-15,3.339,NA,NA,NA,1853.0511299437,53.262,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2023,,2025-04-15,3.147,NA,NA,NA,2106.76000405677,57.762,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2020,,2025-04-15,3.254,47.8107757568359,84.9617614746094,1.93491017818451,1769.43211760217,55.594,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2016,,2025-04-15,3.375,NA,NA,NA,1742.66812442095,52.45,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2022,,2025-04-15,3.182,NA,NA,NA,2075.90844085067,57.058,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
Kiribati,KI,KIR,2021,,2025-04-15,3.219,NA,NA,NA,2253.82500103057,56.335,NA,NA,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
"Korea, Dem. People's Rep.",KP,PRK,2019,,2025-04-15,1.825,72.3774795532227,82.7603378295898,28.1676387786865,NA,62.134,77.684,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2006,,2025-04-15,1.936,NA,NA,NA,NA,59.884,77.5,69.1,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2005,,2025-04-15,1.872,NA,NA,NA,NA,59.805,77.441,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2009,,2025-04-15,1.905,NA,NA,NA,NA,60.195,77.511,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2014,,2025-04-15,1.874,69.0132904052734,80.3419418334961,23.952615737915,NA,61.098,77.424,78.2,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2015,,2025-04-15,1.863,69.9276885986328,81.0399475097656,24.8664398193359,NA,61.277,77.482,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2016,,2025-04-15,1.856,70.9502182006836,81.8187789916992,25.88059425354,NA,61.471,77.349,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2004,,2025-04-15,1.899,NA,NA,NA,NA,59.727,77.561,67.6,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2017,,2025-04-15,1.848,71.321174621582,82.1929702758789,26.4441680908203,NA,61.678,77.501,70.2,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2020,,2025-04-15,1.821,72.8823394775391,83.0876922607422,28.6584930419922,NA,62.381,76.392,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2007,,2025-04-15,1.943,NA,NA,NA,NA,59.962,77.564,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2008,,2025-04-15,1.97,NA,NA,NA,NA,60.04,77.461,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2023,,2025-04-15,1.78,NA,NA,NA,NA,63.203,77.674,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2010,,2025-04-15,1.89,65.5379180908203,77.1904144287109,20.8059387207031,NA,60.377,77.541,70.6,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2011,,2025-04-15,1.883,66.066276550293,77.8335952758789,21.0471668243408,NA,60.557,77.521,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2012,,2025-04-15,1.882,66.7289505004883,78.5920562744141,21.5100860595703,NA,60.738,77.481,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2013,,2025-04-15,1.877,67.7131805419922,79.3877563476562,22.6121463775635,NA,60.918,77.451,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2000,,2025-04-15,1.941,NA,NA,NA,NA,59.412,77.817,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2001,,2025-04-15,1.94,NA,NA,NA,NA,59.491,77.694,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2002,,2025-04-15,1.919,NA,NA,NA,NA,59.57,77.665,68.6,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2003,,2025-04-15,1.909,NA,NA,NA,NA,59.648,77.616,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2018,,2025-04-15,1.834,71.6847915649414,82.4144973754883,27.3532524108887,NA,61.899,77.683,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2021,,2025-04-15,1.806,73.4990463256836,83.6950988769531,28.9895114898682,NA,62.642,76.599,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Dem. People's Rep.",KP,PRK,2022,,2025-04-15,1.797,74.0304946899414,84.0698394775391,29.55224609375,NA,62.916,77.68,NA,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
"Korea, Rep.",KR,KOR,2022,,2025-04-15,0.778,74.0304946899414,84.0698394775391,29.55224609375,32394.6833725203,81.427,55.03,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2011,,2025-04-15,1.244,66.066276550293,77.8335952758789,21.0471668243408,25097.595426845,81.923,49.994,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2012,,2025-04-15,1.297,66.7289505004883,78.5920562744141,21.5100860595703,25459.1689000965,81.851,50.29,77.1,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2000,,2025-04-15,1.48,55.2999992370605,69.5800018310547,NA,12257.0206622345,79.621,49.35,79.3,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2001,,2025-04-15,1.309,NA,NA,NA,11561.2071745115,79.94,50.001,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2002,,2025-04-15,1.178,NA,NA,NA,13165.08362497,80.299,50.369,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2003,,2025-04-15,1.191,NA,NA,NA,14672.8057539465,80.652,49.477,84.5,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2004,,2025-04-15,1.164,NA,NA,NA,16496.1316167114,81.002,50.637,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2005,,2025-04-15,1.085,61.9599990844727,74.0800018310547,NA,19402.5026259549,81.345,50.664,80.2,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2006,,2025-04-15,1.132,NA,NA,NA,21743.4774514254,81.528,50.833,79.6,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2021,,2025-04-15,0.808,73.4990463256836,83.6950988769531,28.9895114898682,35125.5224984723,81.414,53.65,84.22,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2008,,2025-04-15,1.192,NA,NA,NA,21350.427979823,81.733,50.353,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2013,,2025-04-15,1.187,67.7131805419922,79.3877563476562,22.6121463775635,27179.5170146052,81.779,50.627,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2023,,2025-04-15,0.721,75.3625946044922,85.0460433959961,30.4571380615234,33121.3712885508,81.456,56.038,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2010,,2025-04-15,1.226,66.2200012207031,77.0500030517578,19.6800003051758,23079.2601257735,81.936,49.767,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2016,,2025-04-15,1.172,70.9502182006836,81.8187789916992,25.88059425354,29280.4403170048,81.562,52.568,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2017,,2025-04-15,1.052,71.321174621582,82.1929702758789,26.4441680908203,31600.7358741365,81.503,53.073,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2014,,2025-04-15,1.205,69.0132904052734,80.3419418334961,23.952615737915,29252.9312377352,81.707,51.839,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2015,,2025-04-15,1.239,70.379997253418,80.3499984741211,24.0900001525879,28737.4391706499,81.634,52.391,79.6,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2007,,2025-04-15,1.259,NA,NA,NA,24086.4104391677,81.631,50.648,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2020,,2025-04-15,0.837,72.8823394775391,83.0876922607422,28.6584930419922,31721.2989141857,81.414,53.137,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2018,,2025-04-15,0.977,71.6847915649414,82.4144973754883,27.3532524108887,33447.1562836166,81.459,53.224,82.3,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2019,,2025-04-15,0.918,72.3774795532227,82.7603378295898,28.1676387786865,31902.4169048194,81.43,53.772,NA,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
"Korea, Rep.",KR,KOR,2009,,2025-04-15,1.149,58.7000007629395,70.9899978637695,NA,19143.8516053025,81.835,49.575,80,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
Kosovo,XK,XKX,2001,,2025-04-15,2.765,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2010,,2025-04-15,2.223,NA,NA,NA,2987.54519574464,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2009,,2025-04-15,2.317,NA,NA,NA,2794.86699473069,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2000,,2025-04-15,2.698,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2020,,2025-04-15,1.567,NA,NA,NA,4310.88824737367,NA,NA,66.7,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2002,,2025-04-15,2.791,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2003,,2025-04-15,2.67,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2004,,2025-04-15,2.65,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2013,,2025-04-15,1.953,NA,NA,NA,3704.55872781672,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2006,,2025-04-15,2.494,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2007,,2025-04-15,2.393,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2008,,2025-04-15,2.359,NA,NA,NA,2877.39331402724,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2005,,2025-04-15,2.623,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2023,,2025-04-15,1.545,NA,NA,NA,5960.15820477447,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2021,,2025-04-15,1.561,NA,NA,NA,5270.42670206205,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2011,,2025-04-15,2.038,NA,NA,NA,3538.94759838576,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2012,,2025-04-15,1.969,NA,NA,NA,3410.65550749316,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2015,,2025-04-15,1.763,NA,NA,NA,3520.62850699375,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2016,,2025-04-15,1.641,NA,NA,NA,3759.44959067104,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2017,,2025-04-15,1.618,NA,NA,NA,4009.31799347588,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2014,,2025-04-15,1.87,NA,NA,NA,3902.4942436094602,NA,NA,65.8,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2019,,2025-04-15,1.575,NA,NA,NA,4415.99716107514,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2022,,2025-04-15,1.555,NA,NA,NA,5290.94747224687,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
Kosovo,XK,XKX,2018,,2025-04-15,1.581,NA,NA,NA,4384.18624084947,NA,NA,NA,Europe & Central Asia,Pristina,20.926,42.565,Upper middle income,IDA
