country,iso2c,iso3c,year,status,lastupdated,fertility,edu_upper,edu_lower,edu_tertiary,gdp,urban,female_labor,contraceptive,region,capital,longitude,latitude,income,lending,eys_f,gii,mmr,pr_f
Israel,IL,ISR,2003,,2025-04-15,2.95,NA,NA,NA,19629.4145135202,91.393,54.174,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.07734013,0.175,4.851825641,15
Israel,IL,ISR,2004,,2025-04-15,2.9,40.1500015258789,95.2200012207031,NA,20546.2291718399,91.456,54.666,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.03958988,0.171,4.236215616,15
Israel,IL,ISR,2013,,2025-04-15,3.03,80.4400024414062,87.0800018310547,33.4199981689453,36929.6042163752,92.031,59.183,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.56604004,0.118,2.910532049,22.5
Israel,IL,ISR,2019,,2025-04-15,3.01,84.1863861083984,89.871940612793,39.3615074157715,44140.8289372511,92.501,60.618,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.3523798,0.094,2.626955878,23.33333333
Israel,IL,ISR,2015,,2025-04-15,3.09,81.3000030517578,87.8899993896484,35.439998626709,36123.9907881129,92.179,60.114,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.50512028,0.103,2.915262268,26.66666667
Israel,IL,ISR,2006,,2025-04-15,2.88,NA,75.25,NA,22502.0722209991,91.58,55.654,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,14.89892006,0.17,3.824056373,14.16666667
Israel,IL,ISR,2008,,2025-04-15,2.96,NA,NA,NA,30176.2865128483,91.702,56.196,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,14.98066044,0.169,3.355574809,14.16666667
Israel,IL,ISR,2009,,2025-04-15,2.96,77.7099990844727,83.4899978637695,NA,28381.6449423376,91.763,57.132,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.26613045,0.149,3.135069348,18.33333333
Israel,IL,ISR,2020,,2025-04-15,2.9,85.3137054443359,90.5706176757812,39.7147636413574,44679.7715799755,92.587,59.403,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.37782955,0.08,2.837861862,27.5
Israel,IL,ISR,2018,,2025-04-15,3.09,83.4466018676758,89.1779251098633,38.4652786254883,42233.2610344935,92.418,60.857,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.36837006,0.09,2.666812039,27.5
Israel,IL,ISR,2022,,2025-04-15,2.89,85.4548568725586,90.7246170043945,41.732250213623,54930.7261602593,92.763,61.109,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.46918011,0.087,2.837861862,23.33333333
Israel,IL,ISR,2010,,2025-04-15,3.03,77.7600021362305,83.5199966430664,NA,31338.5568903917,91.826,57.466,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.47871971,0.144,2.96403197,19.16666667
Israel,IL,ISR,2011,,2025-04-15,2.98,78.6800003051758,84.3399963378906,NA,34433.822610733,91.892,57.126,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.48731995,0.137,3.000310746,20
Israel,IL,ISR,2012,,2025-04-15,3.05,79.870002746582,84.8399963378906,33.269645690918,33236.5731239421,91.96,59.333,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.53310966,0.133,2.977557528,20
Israel,IL,ISR,2016,,2025-04-15,3.11,83.2329711914062,89.5679702758789,36.6167182922363,37556.6272863143,92.256,60.412,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.42251968,0.1,2.864458428,26.66666667
Israel,IL,ISR,2017,,2025-04-15,3.11,83.350212097168,89.4828186035156,37.573112487793,40997.9110240274,92.336,60.282,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.43282986,0.096,2.660997257,27.5
Israel,IL,ISR,2023,,2025-04-15,2.85,NA,NA,NA,52642.4267486308,92.854,61.825,NA,Middle East & North Africa,,35.2035,31.7717,High income,Not classified,15.46918011,0.08,2.837861862,24.16666667
Italy,IT,ITA,2010,,2025-04-15,1.44,44.0999984741211,69.120002746582,0.134449601173401,36184.7118698678,68.327,37.881,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.73117065,0.123,6.729222899,20.27310924
Italy,IT,ITA,2009,,2025-04-15,1.44,43.2599983215332,68.0299987792969,NA,37388.4537139699,68.209,37.951,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.79426956,0.125,6.932470124,20.27310924
Italy,IT,ITA,2012,,2025-04-15,1.42,46.2999992370605,71.25,0.292237371206284,35235.7989058242,68.684,39.368,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.68762016,0.114,6.784686474,20.60988433
Italy,IT,ITA,2016,,2025-04-15,1.36,49.4914169311523,76.3918685913086,15.6487941741943,31126.3246947273,69.855,40.069,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.35710907,0.074,6.315458526,30.07360673
Italy,IT,ITA,2011,,2025-04-15,1.42,45.0200004577637,70.2300033569336,0.262422859668732,38851.3881339353,68.444,38.068,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.90917969,0.118,6.841782581,20.58823529
Italy,IT,ITA,2017,,2025-04-15,1.34,50.3840065002441,77.4028244018555,16.8161640167236,32554.14668453,70.144,40.579,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.45634079,0.069,6.365893654,30.10526316
Italy,IT,ITA,2020,,2025-04-15,1.24,51.7700004577637,78.629997253418,17.7399997711182,32091.4866621366,71.039,39.512,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.99873924,0.048,4.590938693,35.26315789
Italy,IT,ITA,2006,,2025-04-15,1.37,39.6599998474121,64.7699966430664,NA,33684.7200358552,67.856,37.888,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.7822094,0.14,7.239069195,16.07142857
Italy,IT,ITA,2018,,2025-04-15,1.31,51.3599586486816,78.5290451049805,17.3764801025391,34746.3441392416,70.438,40.735,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.6133709,0.056,4.887534343,35.57894737
Italy,IT,ITA,2019,,2025-04-15,1.27,52.2374305725098,79.4889144897461,17.6936016082764,33812.788724868,70.736,40.885,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.76313019,0.052,4.723680904,35.26315789
Italy,IT,ITA,2008,,2025-04-15,1.44,42.7400016784668,66.9800033569336,NA,41095.4063415012,68.092,38.396,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.83884048,0.126,6.758198907,20.16806723
Italy,IT,ITA,2021,,2025-04-15,1.25,52.2724952697754,79.2322387695312,17.7843914031982,36852.5425414951,71.346,39.884,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,17.09882927,0.044,4.590938693,35.26315789
Italy,IT,ITA,2022,,2025-04-15,1.24,52.8150787353516,79.7553558349609,18.0897102355957,35635.7442204098,71.657,40.517,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,17.26592064,0.046,4.590938693,33.00330033
Italy,IT,ITA,2007,,2025-04-15,1.39,41.6599998474121,65.8600006103516,NA,38031.9709472716,67.974,37.675,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.86804008,0.14,7.074356775,16.17647059
Italy,IT,ITA,2015,,2025-04-15,1.36,48.2200012207031,74.3399963378906,15.3845291137695,30387.1293187854,69.565,39.391,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.32414055,0.079,6.501606236,30.07360673
Italy,IT,ITA,2002,,2025-04-15,1.27,NA,NA,NA,22463.5222129968,67.382,36.326,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,15.84951019,0.187,9.381419096,9.148264984
Italy,IT,ITA,2013,,2025-04-15,1.39,47.1846618652344,73.0408706665039,0.327261239290237,35747.707952689,68.979,39.323,65.1,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.4065094,0.085,6.780290524,30.59936909
Italy,IT,ITA,2014,,2025-04-15,1.38,47.5699996948242,73.4300003051758,14.6560821533203,35750.7197500382,69.272,39.746,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.36474991,0.081,6.462786807,30.62302006
Italy,IT,ITA,2001,,2025-04-15,1.25,33.8300018310547,59.2799987792969,NA,20571.4787737914,67.282,35.863,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,15.65697002,0.189,9.784801593,9.148264984
Italy,IT,ITA,2023,,2025-04-15,1.2,NA,NA,NA,39003.3160954123,71.973,41.313,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,17.26592064,0.043,4.590938693,33.55371901
Italy,IT,ITA,2003,,2025-04-15,1.29,NA,NA,NA,27618.9417740066,67.501,36.803,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.20570946,0.178,8.802190657,10.33013845
Italy,IT,ITA,2000,,2025-04-15,1.26,NA,NA,NA,20190.0035636084,67.222,35.396,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,15.22546005,0.186,10.0731764,10.041841
Italy,IT,ITA,2005,,2025-04-15,1.33,38.6800003051758,63.4599990844727,NA,32171.793374715,67.738,37.755,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.62488937,0.173,7.746451953,10.35218783
Italy,IT,ITA,2004,,2025-04-15,1.34,NA,NA,NA,31425.8208728669,67.62,38.128,NA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified,16.47035027,0.176,7.899387978,10.35218783
Jamaica,JM,JAM,2000,,2025-04-15,2.345,NA,NA,NA,3453.09252800226,51.814,58.147,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,10.40781021,0.439,83.0071549,16.04938272
Jamaica,JM,JAM,2018,,2025-04-15,1.4,65.3382949829102,89.8498840332031,NA,5578.10346083169,55.674,58.309,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.67916947,0.384,90.51271021,19.04761905
Jamaica,JM,JAM,2001,,2025-04-15,2.296,NA,NA,NA,3503.55026688858,52.053,57.325,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,11.8106699,0.441,86.74717758,16.04938272
Jamaica,JM,JAM,2005,,2025-04-15,2.148,NA,NA,NA,4184.43974867497,52.811,56.394,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,12.958395,0.44,86.15854825,13.58024691
Jamaica,JM,JAM,2013,,2025-04-15,1.591,60.2626304626465,90.967658996582,NA,5124.21301411137,54.35,53.938,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.7245903,0.417,90.04402001,15.47619048
Jamaica,JM,JAM,2002,,2025-04-15,2.271,NA,NA,NA,3680.64551727724,52.251,56.932,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,11.51348019,0.436,86.50429448,16.04938272
Jamaica,JM,JAM,2003,,2025-04-15,2.244,NA,NA,NA,3549.70758394618,52.437,56.534,69.1,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,10.84215417,0.445,86.0949208,13.58024691
Jamaica,JM,JAM,2004,,2025-04-15,2.198,NA,NA,NA,3807.56293124552,52.625,56.565,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,12.47675673,0.439,81.77083727,13.58024691
Jamaica,JM,JAM,2017,,2025-04-15,1.428,64.2241897583008,89.4307250976562,NA,5259.31334136812,55.378,58.604,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.72484377,0.397,101.4614588,19.04761905
Jamaica,JM,JAM,2009,,2025-04-15,1.879,NA,NA,NA,4428.38153333557,53.557,53.753,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,14.32866955,0.438,94.73815087,13.58024691
Jamaica,JM,JAM,2006,,2025-04-15,2.089,NA,NA,NA,4417.00127135363,52.998,56.177,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.44003328,0.443,94.19979845,13.58024691
Jamaica,JM,JAM,2007,,2025-04-15,2.023,NA,NA,NA,4716.48612542727,53.184,55.937,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.92167155,0.438,91.70156445,13.58024691
Jamaica,JM,JAM,2008,,2025-04-15,1.953,NA,NA,NA,5029.80095281745,53.371,55.689,72.5,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,14.40330982,0.441,96.14826871,13.58024691
Jamaica,JM,JAM,2016,,2025-04-15,1.464,63.5987129211426,88.6904373168945,NA,5009.79450059092,55.098,57.653,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.77067057,0.399,98.23959385,19.04761905
Jamaica,JM,JAM,2010,,2025-04-15,1.799,55.2221946716309,89.5592803955078,NA,4809.977380312,53.743,52.347,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,14.05228043,0.43,87.71298128,13.58024691
Jamaica,JM,JAM,2011,,2025-04-15,1.717,58.6384887695312,64.629997253418,8.35000038146973,5232.63644918132,53.93,52.646,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,14.15252018,0.412,79.78061125,15.47619048
Jamaica,JM,JAM,2012,,2025-04-15,1.648,60.2591590881348,91.0619659423828,NA,5340.83333232158,54.132,53.024,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.93855524,0.413,82.57712965,15.47619048
Jamaica,JM,JAM,2021,,2025-04-15,1.378,68.2067337036133,91.2503890991211,NA,5165.33780988607,56.652,58.395,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.54305654,0.362,98.87891185,30.95238095
Jamaica,JM,JAM,2022,,2025-04-15,1.372,59.7510986328125,79.8374481201172,12.3528003692627,6022.15341099999,57.008,60.803,60.6,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.54305654,0.36,98.87891185,30.95238095
Jamaica,JM,JAM,2014,,2025-04-15,1.544,61.2210807800293,91.7085342407227,NA,4975.11326954633,54.584,54.469,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.77062035,0.419,100.9966416,16.66666667
Jamaica,JM,JAM,2015,,2025-04-15,1.508,NA,NA,NA,5062.89556466908,54.833,58.524,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.81665039,0.409,96.97108086,16.66666667
Jamaica,JM,JAM,2019,,2025-04-15,1.39,67.0249862670898,90.3158645629883,NA,5607.24300668501,55.985,59.834,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.63364717,0.385,93.04639216,19.04761905
Jamaica,JM,JAM,2020,,2025-04-15,1.383,67.1551513671875,90.7847595214844,NA,4879.44024631319,56.311,57.579,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.58827636,0.362,98.87891185,30.95238095
Jamaica,JM,JAM,2023,,2025-04-15,1.358,NA,NA,NA,6839.72503886968,57.378,61.172,NA,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD,13.54305654,0.358,98.87891185,30.95238095
Japan,JP,JPN,2009,,2025-04-15,1.37,NA,NA,NA,41308.9968370512,89.989,48.438,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.12731607,0.123,5.881762428,13.29639889
Japan,JP,JPN,2018,,2025-04-15,1.42,NA,NA,NA,39751.1330982711,91.616,52.368,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.36118031,0.091,5.194234056,13.71994342
Japan,JP,JPN,2004,,2025-04-15,1.29,NA,NA,NA,38298.9801712303,84.64,48.163,52,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.95297316,0.16,7.321040739,9.279778393
Japan,JP,JPN,2008,,2025-04-15,1.37,NA,NA,NA,39876.3039685725,89.103,48.36,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.09244749,0.132,6.011236597,12.32686981
Japan,JP,JPN,2014,,2025-04-15,1.42,NA,NA,NA,38475.3952461838,91.304,49.176,54.7302981185498,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.29619026,0.126,5.101660728,10.8033241
Japan,JP,JPN,2002,,2025-04-15,1.32,NA,NA,NA,32820.7936433254,81.647,48.457,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.883236,0.16,7.734637175,10.04126547
Japan,JP,JPN,2003,,2025-04-15,1.29,NA,NA,NA,35387.0374203599,83.196,48.157,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.91810458,0.159,7.578360786,9.903713893
Japan,JP,JPN,2016,,2025-04-15,1.44,NA,NA,NA,39375.4731620781,91.457,50.208,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.32143974,0.104,4.87024475,13.24965132
Japan,JP,JPN,2005,,2025-04-15,1.26,NA,NA,NA,37812.8950199948,85.978,48.285,54.3,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.98784174,0.146,7.184747893,10.66481994
Japan,JP,JPN,2006,,2025-04-15,1.32,NA,NA,NA,35991.546002862,87.118,48.401,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.02271032,0.141,6.57076531,11.08033241
Japan,JP,JPN,2007,,2025-04-15,1.34,NA,NA,NA,35779.0245416427,88.146,48.389,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.0575789,0.133,6.165663512,12.32686981
Japan,JP,JPN,2022,,2025-04-15,1.26,NA,NA,NA,34017.2718075024,91.955,54.167,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.47626972,0.062,4.314909415,15.4494382
Japan,JP,JPN,2013,,2025-04-15,1.43,NA,NA,NA,40898.6478964744,91.226,48.739,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.26679039,0.128,5.137455986,10.8033241
Japan,JP,JPN,2010,,2025-04-15,1.39,79.0800018310547,NA,11.5600004196167,44968.1562349739,90.812,48.34,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.16218465,0.118,5.656953396,13.5734072
Japan,JP,JPN,2011,,2025-04-15,1.39,NA,NA,NA,48760.0789494211,91.069,48.089,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.19705323,0.117,5.48593646,13.43490305
Japan,JP,JPN,2012,,2025-04-15,1.41,NA,NA,NA,49145.2804308193,91.148,48.028,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.23192181,0.126,5.302140064,11.31284916
Japan,JP,JPN,2000,,2025-04-15,1.36,NA,NA,NA,39169.3595701504,78.649,49.19,55.9,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.81349884,0.15,8.526690224,10.6557377
Japan,JP,JPN,2001,,2025-04-15,1.33,NA,NA,NA,34406.1824638092,79.99,49.051,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,14.84836742,0.154,8.171035561,10.6557377
Japan,JP,JPN,2015,,2025-04-15,1.45,NA,NA,NA,34960.6393843385,91.381,49.409,39.8,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.32254028,0.118,4.847284403,11.57601116
Japan,JP,JPN,2019,,2025-04-15,1.36,NA,NA,NA,40415.9567649547,91.698,53.24,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.40705967,0.082,4.248915067,14.50704225
Japan,JP,JPN,2020,,2025-04-15,1.33,84.3499984741211,98.2099990844727,16.9699993133545,40040.7655055923,91.782,53.09,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.42416954,0.079,4.314909415,14.36619718
Japan,JP,JPN,2021,,2025-04-15,1.3,NA,NA,NA,40058.5373276179,91.867,53.515,58.3383869011522,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.39400005,0.072,4.314909415,14.24541608
Japan,JP,JPN,2023,,2025-04-15,1.2,NA,NA,NA,33766.5268253808,92.043,54.847,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.47626972,0.059,4.314909415,15.73033708
Japan,JP,JPN,2017,,2025-04-15,1.43,NA,NA,NA,38834.0529341227,91.535,51.031,NA,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified,15.34469986,0.096,5.059918254,13.71994342
Jordan,JO,JOR,2011,,2025-04-15,3.69,NA,NA,NA,3946.85503855525,87.172,14.424,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.01173019,0.488,47.06982303,11.11111111
Jordan,JO,JOR,2021,,2025-04-15,2.735,NA,NA,NA,4183.49998326866,91.626,13.964,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.3566103,0.441,41.31479125,11.79487179
Jordan,JO,JOR,2023,,2025-04-15,2.639,41.6199989318848,73.75,NA,4455.50540514568,92.02,14.004,60.1,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.58819008,0.433,41.31479125,13.33333333
Jordan,JO,JOR,2002,,2025-04-15,3.805,NA,NA,NA,1706.26744384401,78.296,11.892,55.8,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.48635006,0.593,62.41066331,3.333333333
Jordan,JO,JOR,2000,,2025-04-15,3.864,NA,NA,NA,1570.61002940477,78.27,11.845,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.09813976,0.614,64.33898925,2.5
Jordan,JO,JOR,2001,,2025-04-15,3.803,NA,NA,NA,1632.29454010563,78.283,11.289,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.29224491,0.601,63.50381402,3.333333333
Jordan,JO,JOR,2020,,2025-04-15,2.791,49.8600006103516,77.379997253418,NA,4022.0401356135,91.418,14.974,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.37067986,0.442,41.31479125,11.28205128
Jordan,JO,JOR,2004,,2025-04-15,3.729,NA,NA,NA,1940.08641342805,78.321,11.116,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.17164993,0.552,58.78851837,7.878787879
Jordan,JO,JOR,2019,,2025-04-15,2.855,NA,NA,NA,4170.1144003465,91.203,13.685,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.29306984,0.439,41.29181288,15.38461538
Jordan,JO,JOR,2010,,2025-04-15,3.78,40.0800018310547,69.4499969482422,NA,3718.46571622945,86.088,14.464,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.94246006,0.489,46.61684902,12.22222222
Jordan,JO,JOR,2003,,2025-04-15,3.816,NA,55.3199996948242,NA,1775.67625581432,78.308,10.852,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.88113976,0.554,60.20219496,7.878787879
Jordan,JO,JOR,2007,,2025-04-15,3.797,NA,NA,NA,2506.20599484139,82.371,14.367,56.8,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.2507,0.516,52.80866042,8.484848485
Jordan,JO,JOR,2022,,2025-04-15,2.679,NA,NA,NA,4332.25159897931,91.827,13.922,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.56746006,0.433,41.31479125,13.33333333
Jordan,JO,JOR,2014,,2025-04-15,3.302,NA,NA,NA,4191.18050084986,90,12.283,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.31460953,0.489,45.24729309,12
Jordan,JO,JOR,2015,,2025-04-15,3.141,NA,NA,NA,4042.75678097555,90.256,13.599,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.28985453,0.477,46.13413823,11.55555556
Jordan,JO,JOR,2012,,2025-04-15,3.568,NA,NA,NA,4169.50470054618,88.185,13.864,61.2,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.36411953,0.491,47.86479382,11.11111111
Jordan,JO,JOR,2013,,2025-04-15,3.449,NA,NA,NA,4311.21916713038,89.125,12.946,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.33936453,0.488,45.22782305,12.10762332
Jordan,JO,JOR,2005,,2025-04-15,3.653,NA,NA,NA,2087.87079273635,79.485,11.382,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.12701988,0.552,57.73761926,7.272727273
Jordan,JO,JOR,2006,,2025-04-15,3.711,NA,NA,NA,2342.63459574933,80.97,11.579,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.24773026,0.54,55.70450239,7.878787879
Jordan,JO,JOR,2016,,2025-04-15,3.072,NA,NA,NA,3986.71677010853,90.506,15.052,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.26509953,0.442,42.89453223,15.38461538
Jordan,JO,JOR,2017,,2025-04-15,2.994,48.3936500549316,67.49072265625,19.6321792602539,4065.61628749384,90.747,16.612,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,12.9924202,0.427,42.3122759,15.38461538
Jordan,JO,JOR,2008,,2025-04-15,3.876,39.7799987792969,68.9400024414062,NA,3241.6524135556,83.692,13.939,NA,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.27912045,0.517,51.00978682,8.484848485
Jordan,JO,JOR,2009,,2025-04-15,3.841,NA,NA,NA,3435.8337590698,84.928,14.589,59.3,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.27215958,0.514,50.26679831,8.484848485
Jordan,JO,JOR,2018,,2025-04-15,2.923,44.4900016784668,77.870002746582,NA,4145.43989673265,90.979,14.649,51.8,Middle East & North Africa,Amman,35.9263,31.9497,Lower middle income,IBRD,13.29440022,0.434,41.69020117,15.38461538
Kazakhstan,KZ,KAZ,2018,,2025-04-15,2.845,96.9000015258789,99.2900009155273,35.8899993896484,9472.48527327758,57.428,68.028,52.98,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,14.61266994,0.195,13.80215766,22.07792208
Kazakhstan,KZ,KAZ,2008,,2025-04-15,2.616,NA,NA,NA,8123.54705891736,56.682,65.969,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,14.76627493,0.3,25.93165994,12.33766234
Kazakhstan,KZ,KAZ,2001,,2025-04-15,1.906,NA,NA,NA,1422.27331810957,56.171,65.298,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,12.70919482,0.357,51.67358854,11.20689655
Kazakhstan,KZ,KAZ,2011,,2025-04-15,2.605,NA,NA,NA,11287.1464926039,56.9,67.139,50.9960363,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,14.88920975,0.26,16.88869259,13.63636364
Kazakhstan,KZ,KAZ,2022,,2025-04-15,3.05,NA,NA,NA,11255.3396437881,57.99,66.978,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,14.19697762,0.168,13.38363194,24.67532468
Kazakhstan,KZ,KAZ,2002,,2025-04-15,1.956,NA,NA,NA,1573.55219932325,56.244,65.17,NA,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD,13.13832982,0.347,49.17223678,11.20689655
